Period,Model,MAE,RMSE,R2,Mean Error,Std Dev Error,Theil's U
2023-11-27/2023-12-03,Model 1 - Kasten Model,13.32541644,19.1356816,-0.107732871,-7.90385109,17.42708949,0.038852302
2023-11-27/2023-12-03,Model  2 - Balint et al. Model,13.51336485,19.36211858,-0.134104105,-7.666389641,17.77971051,0.050028746
2023-11-27/2023-12-03,Model 3  - Real World GHI,11.8738686,16.7978714,0.146397505,-2.004585745,16.67783318,0.002106989
2023-11-27/2023-12-03,Model 4 - Karamov Naumov,13.8931088,18.91390373,-0.082204959,-12.746688,13.97346411,0.000496325
2023-11-27/2023-12-03,Model 5 - HDKR,14.55811341,19.9831442,-0.208021923,1.382557514,19.93525989,0.001109345
2023-12-04/2023-12-10,Model 1 - Kasten Model,15.62464144,22.88927808,-0.193030467,-9.179607998,20.96792426,0.036828795
2023-12-04/2023-12-10,Model  2 - Balint et al. Model,15.7230505,22.95180377,-0.199557272,-8.913967517,21.15009407,0.044425634
2023-12-04/2023-12-10,Model 3  - Real World GHI,15.85161374,22.11535553,-0.113717887,-3.374322406,21.8564155,0.075200509
2023-12-04/2023-12-10,Model 4 - Karamov Naumov,15.29385224,23.87098732,-0.297561969,-14.13364542,19.23705026,0.022778666
2023-12-04/2023-12-10,Model 5 - HDKR,16.7520856,24.18502121,-0.33192659,-7.275797868,23.06464863,0.082168133
2023-12-11/2023-12-17,Model 1 - Kasten Model,12.53233961,18.04662371,-0.146291398,-8.034606574,16.15938503,0.179578743
2023-12-11/2023-12-17,Model  2 - Balint et al. Model,12.54263052,18.01061833,-0.141721958,-7.728194663,16.2682937,0.194178251
2023-12-11/2023-12-17,Model 3  - Real World GHI,11.13409176,14.49089247,0.260916725,1.367035605,14.42626695,0.143613153
2023-12-11/2023-12-17,Model 4 - Karamov Naumov,14.0697294,20.12340696,-0.425299483,-13.46111838,14.95826861,0.057774495
2023-12-11/2023-12-17,Model 5 - HDKR,10.69968828,14.38691193,0.27148537,-3.77803736,13.88199081,0.088605697
2023-12-18/2023-12-24,Model 1 - Kasten Model,9.913836886,13.60696503,-0.224741661,-8.871120442,10.31759272,0.046401285
2023-12-18/2023-12-24,Model  2 - Balint et al. Model,9.859059252,13.57472249,-0.218944336,-8.735802242,10.39032482,0.048608276
2023-12-18/2023-12-24,Model 3  - Real World GHI,10.12464622,12.8371661,-0.090084777,-0.789694551,12.81285354,0.063957357
2023-12-18/2023-12-24,Model 4 - Karamov Naumov,12.37428626,15.84403359,-0.660555756,-11.91561284,10.44277602,0.019997461
2023-12-18/2023-12-24,Model 5 - HDKR,10.0354671,13.75894957,-0.252254241,-7.396087569,11.60200767,0.030853475
2023-12-25/2023-12-31,Model 1 - Kasten Model,16.09446348,23.06248683,-0.325791849,-12.64524522,19.28668121,0.141321388
2023-12-25/2023-12-31,Model  2 - Balint et al. Model,16.2061485,23.18038252,-0.33938142,-12.55391431,19.48664592,0.149664998
2023-12-25/2023-12-31,Model 3  - Real World GHI,14.58248203,19.20810789,0.08032952,-2.999109816,18.97252617,0.173079912
2023-12-25/2023-12-31,Model 4 - Karamov Naumov,16.13508193,22.74672898,-0.289736468,-14.65677854,17.39518675,0.046144192
2023-12-25/2023-12-31,Model 5 - HDKR,15.1527694,19.9325067,0.009654093,-6.799959961,18.73673846,0.094108746
2024-01-01/2024-01-07,Model 1 - Kasten Model,19.82047883,25.07060103,0.114946895,1.023953412,25.04968175,0.024082416
2024-01-01/2024-01-07,Model  2 - Balint et al. Model,28.16813597,35.47190592,-0.771776294,16.42443771,31.44032372,0.08468047
2024-01-01/2024-01-07,Model 3  - Real World GHI,19.0954879,24.17966791,0.176733388,6.721134437,23.22676672,0.167730986
2024-01-01/2024-01-07,Model 4 - Karamov Naumov,19.81104665,28.76370985,-0.165009957,-14.94765003,24.57475866,0.024758938
2024-01-01/2024-01-07,Model 5 - HDKR,16.19958588,21.84036795,0.32832414,-7.643246104,20.4592879,0.006212066
2024-01-08/2024-01-14,Model 1 - Kasten Model,24.83021375,29.26986992,0.29604255,-0.288575997,29.26844733,0.063357013
2024-01-08/2024-01-14,Model  2 - Balint et al. Model,29.98296892,36.91629453,-0.11980146,19.40191421,31.40666374,0.099367093
2024-01-08/2024-01-14,Model 3  - Real World GHI,25.49852613,31.89143595,0.164295053,11.51627697,29.73952003,0.554866096
2024-01-08/2024-01-14,Model 4 - Karamov Naumov,23.83378235,36.01983418,-0.066076188,-20.05648948,29.91931957,0.011510572
2024-01-08/2024-01-14,Model 5 - HDKR,16.03191913,22.80346461,0.572725971,-4.309965158,22.39245852,0.007263047
2024-01-15/2024-01-21,Model 1 - Kasten Model,30.08231025,37.12185193,0.215818521,-11.58970296,35.26628242,0.002568974
2024-01-15/2024-01-21,Model  2 - Balint et al. Model,31.68131844,38.09719733,0.174069759,7.678302262,37.31541396,0.004000769
2024-01-15/2024-01-21,Model 3  - Real World GHI,21.78420595,26.86747312,0.589218422,0.429357056,26.86404222,0.002182117
2024-01-15/2024-01-21,Model 4 - Karamov Naumov,30.87106163,42.6685037,-0.036029542,-24.08860519,35.21846545,0.000831127
2024-01-15/2024-01-21,Model 5 - HDKR,20.25536557,25.60810068,0.626825422,-10.45392247,23.37713253,0.000341571
2024-01-22/2024-01-28,Model 1 - Kasten Model,28.06365313,35.50376531,0.128378764,-9.438925921,34.22607236,0.814995164
2024-01-22/2024-01-28,Model  2 - Balint et al. Model,32.77746384,38.91824656,-0.047334729,10.39944191,37.50308685,1.263779361
2024-01-22/2024-01-28,Model 3  - Real World GHI,20.25165249,24.35720218,0.589763993,-0.109941405,24.35695406,0.262347005
2024-01-22/2024-01-28,Model 4 - Karamov Naumov,31.85518966,43.50880818,-0.308981017,-26.84487171,34.2398781,0.276277979
2024-01-22/2024-01-28,Model 5 - HDKR,19.14169692,24.50246551,0.584856209,-18.27655268,16.31987862,0.010688196
2024-01-29/2024-02-04,Model 1 - Kasten Model,19.05840371,25.76624595,0.226561657,-2.265305219,25.66647273,0.703860491
2024-01-29/2024-02-04,Model  2 - Balint et al. Model,27.31903805,36.87893723,-0.584456048,6.730836957,36.25950697,1.106190177
2024-01-29/2024-02-04,Model 3  - Real World GHI,20.2078012,27.11829696,0.143261612,7.219950679,26.13951687,0.658540561
2024-01-29/2024-02-04,Model 4 - Karamov Naumov,19.80095883,28.00877015,0.086073056,-13.78110859,24.38385227,0.283454541
2024-01-29/2024-02-04,Model 5 - HDKR,23.54858276,36.6450837,-0.564425327,-9.311293835,35.4423753,0.112273102
2024-02-05/2024-02-11,Model 1 - Kasten Model,20.54879499,28.12717002,0.357372804,-10.07661173,26.26022828,0.027616947
2024-02-05/2024-02-11,Model  2 - Balint et al. Model,18.21737255,25.94744019,0.453114935,-9.365814298,24.19816471,0.010309738
2024-02-05/2024-02-11,Model 3  - Real World GHI,22.77269138,28.8632471,0.323298095,2.601106264,28.74580455,0.268296745
2024-02-05/2024-02-11,Model 4 - Karamov Naumov,22.49424219,32.9175576,0.119838774,-17.82525001,27.67356248,0.012863412
2024-02-05/2024-02-11,Model 5 - HDKR,22.51960899,35.27609867,-0.010806723,-1.346601783,35.25038724,0.01177695
2024-02-12/2024-02-18,Model 1 - Kasten Model,22.44895438,31.77315424,0.447745767,-16.94286213,26.87885327,0.073304469
2024-02-12/2024-02-18,Model  2 - Balint et al. Model,20.06576437,29.5826678,0.521267331,-16.22820458,24.73417898,0.018863175
2024-02-12/2024-02-18,Model 3  - Real World GHI,17.21067578,23.14000139,0.707082612,-4.371608905,22.72330742,7.41E-05
2024-02-12/2024-02-18,Model 4 - Karamov Naumov,26.17553361,36.75212162,0.261104159,-23.66069543,28.12276543,0.029037769
2024-02-12/2024-02-18,Model 5 - HDKR,30.9959699,43.12250268,-0.017246742,-2.598910386,43.04411577,0.002593453
2024-02-19/2024-02-25,Model 1 - Kasten Model,22.02272072,31.10093846,0.498407276,-11.09243522,29.05557183,0.042634497
2024-02-19/2024-02-25,Model  2 - Balint et al. Model,26.67468898,37.25929323,0.280097859,-11.45869584,35.4535361,0.081261011
2024-02-19/2024-02-25,Model 3  - Real World GHI,21.93504845,33.88348535,0.404638985,-8.511049459,32.79714342,0.007015058
2024-02-19/2024-02-25,Model 4 - Karamov Naumov,27.62111137,39.36438466,0.196453204,-19.88364674,33.97345098,0.038277562
2024-02-19/2024-02-25,Model 5 - HDKR,26.33881599,37.82008572,0.258264171,-9.045410564,36.72246495,0.009763016
2024-02-26/2024-03-03,Model 1 - Kasten Model,23.84228396,32.26006704,0.605184898,-13.88268858,29.12014565,0.139980105
2024-02-26/2024-03-03,Model  2 - Balint et al. Model,24.81444722,31.83658339,0.615482479,-13.487404,28.8384808,0.140949489
2024-02-26/2024-03-03,Model 3  - Real World GHI,18.80661171,25.74604751,0.748531056,-9.117241903,24.07768391,0.000338102
2024-02-26/2024-03-03,Model 4 - Karamov Naumov,27.61376691,36.45309335,0.495882237,-20.37737853,30.22565896,0.053542233
2024-02-26/2024-03-03,Model 5 - HDKR,32.3136883,45.13557686,0.227139308,0.133259956,45.13538014,0.000422959
2024-03-04/2024-03-10,Model 1 - Kasten Model,38.5322118,49.20500237,0.365697583,-11.29760584,47.8904621,0.117730865
2024-03-04/2024-03-10,Model  2 - Balint et al. Model,38.56249232,49.1856006,0.366197701,-10.85639387,47.97251316,0.118545969
2024-03-04/2024-03-10,Model 3  - Real World GHI,29.07272162,38.70024522,0.607621424,0.666602224,38.69450377,0.097309044
2024-03-04/2024-03-10,Model 4 - Karamov Naumov,40.21457979,53.09213146,0.261520958,-19.39666851,49.42209702,0.054024452
2024-03-04/2024-03-10,Model 5 - HDKR,46.40064359,65.70850164,-0.131152033,21.10592661,62.22657832,0.047616615
2024-03-11/2024-03-17,Model 1 - Kasten Model,20.9144905,29.06394075,0.467342963,-5.208493802,28.59343009,0.192654467
2024-03-11/2024-03-17,Model  2 - Balint et al. Model,20.92923956,29.08406606,0.466605032,-4.906531658,28.66720854,0.19398604
2024-03-11/2024-03-17,Model 3  - Real World GHI,18.72620113,25.05065002,0.604290325,1.346374056,25.0144427,0.274347848
2024-03-11/2024-03-17,Model 4 - Karamov Naumov,21.75352164,31.13240399,0.388827247,-9.693056386,29.58498329,0.083584754
2024-03-11/2024-03-17,Model 5 - HDKR,24.42910865,34.51080708,0.248984498,-13.78468428,31.63824085,0.044701351
2024-03-18/2024-03-24,Model 1 - Kasten Model,27.61739641,39.35289075,0.529854753,-15.02831681,36.3703135,0.068266481
2024-03-18/2024-03-24,Model  2 - Balint et al. Model,27.58078333,39.24091137,0.53252656,-14.62008681,36.415686,0.068744721
2024-03-18/2024-03-24,Model 3  - Real World GHI,23.59691058,35.06508414,0.626725312,-4.790591257,34.73629746,0.048792924
2024-03-18/2024-03-24,Model 4 - Karamov Naumov,30.01952274,42.2053782,0.459227793,-19.69317713,37.32924756,0.048214544
2024-03-18/2024-03-24,Model 5 - HDKR,34.47834357,49.09654449,0.268219852,-12.80993459,47.3959519,0.015125778
2024-03-25/2024-03-31,Model 1 - Kasten Model,31.16395982,41.68168664,0.58382943,-4.251018105,41.46434428,0.03058262
2024-03-25/2024-03-31,Model  2 - Balint et al. Model,31.22641277,41.72655803,0.582932912,-3.735505301,41.55901401,0.030794604
2024-03-25/2024-03-31,Model 3  - Real World GHI,25.25586881,33.31960774,0.734061903,-0.304814548,33.31821346,0.02678066
2024-03-25/2024-03-31,Model 4 - Karamov Naumov,32.43503098,44.39826956,0.527814242,-9.27388106,43.41890683,0.008479205
2024-03-25/2024-03-31,Model 5 - HDKR,35.35635293,48.1724733,0.444123025,3.553657495,48.04121879,0.044848038
2024-04-01/2024-04-07,Model 1 - Kasten Model,41.55918532,52.05049848,0.442289395,-6.587464183,51.63196401,0.099416524
2024-04-01/2024-04-07,Model  2 - Balint et al. Model,41.67023746,52.15874254,0.439967356,-6.017775697,51.81043138,0.100104179
2024-04-01/2024-04-07,Model 3  - Real World GHI,38.41845991,47.97481856,0.5262101,3.626005414,47.83759297,0.116865132
2024-04-01/2024-04-07,Model 4 - Karamov Naumov,42.41299648,54.50853103,0.388370994,-9.443315282,53.68429706,0.034017313
2024-04-01/2024-04-07,Model 5 - HDKR,48.31916061,61.89368246,0.211409099,1.83043045,61.86661016,0.039499772
2024-04-08/2024-04-14,Model 1 - Kasten Model,32.55457299,44.52948774,0.622868232,-13.14832002,42.54405903,0.084156841
2024-04-08/2024-04-14,Model  2 - Balint et al. Model,32.5758952,44.54839229,0.622547949,-12.58632449,42.73340253,0.084753359
2024-04-08/2024-04-14,Model 3  - Real World GHI,24.5886196,33.8431001,0.782159816,-8.648374299,32.71942919,0.071590226
2024-04-08/2024-04-14,Model 4 - Karamov Naumov,34.60432937,48.22064357,0.557754193,-14.59236017,45.9596942,0.031057514
2024-04-08/2024-04-14,Model 5 - HDKR,38.57369584,52.01165204,0.485483845,-15.60696974,49.61486111,0.016139085
2024-04-15/2024-04-21,Model 1 - Kasten Model,41.61702076,54.21202205,0.644344359,-11.9388344,52.88107003,0.0384801
2024-04-15/2024-04-21,Model  2 - Balint et al. Model,41.68883426,54.26968973,0.643587304,-11.14602676,53.11276033,0.038746756
2024-04-15/2024-04-21,Model 3  - Real World GHI,35.01220856,47.51059144,0.72683858,-9.02895532,46.64476675,0.018411372
2024-04-15/2024-04-21,Model 4 - Karamov Naumov,44.86815216,58.40820255,0.587155815,-13.2848781,56.87732535,0.014268421
2024-04-15/2024-04-21,Model 5 - HDKR,50.81090907,68.76126652,0.427828498,11.81712562,67.7382264,0.003014781
2024-04-22/2024-04-28,Model 1 - Kasten Model,37.39446992,51.94434276,0.367186221,14.66653875,49.83078753,0.124654619
2024-04-22/2024-04-28,Model  2 - Balint et al. Model,37.69952607,52.3458898,0.357364683,15.29518451,50.06145733,0.125516981
2024-04-22/2024-04-28,Model 3  - Real World GHI,32.22216075,43.75359573,0.551020083,0.375907175,43.7519809,0.114258202
2024-04-22/2024-04-28,Model 4 - Karamov Naumov,38.69573208,54.61246984,0.300507517,13.70217036,52.86560687,0.062374168
2024-04-22/2024-04-28,Model 5 - HDKR,41.90952868,61.23033654,0.120708836,-6.401338732,60.89480253,0.178348943
2024-04-29/2024-05-05,Model 1 - Kasten Model,38.74064653,49.51678302,0.567432038,10.5430986,48.38134839,0.222239837
2024-04-29/2024-05-05,Model  2 - Balint et al. Model,39.02552758,49.88282797,0.56101302,11.18166931,48.61344257,0.22379544
2024-04-29/2024-05-05,Model 3  - Real World GHI,31.5277471,42.2344364,0.685310022,5.260436663,41.90555362,0.264270962
2024-04-29/2024-05-05,Model 4 - Karamov Naumov,41.05455094,53.12924004,0.502014481,10.96176432,51.98611228,0.140284693
2024-04-29/2024-05-05,Model 5 - HDKR,39.4324875,56.08846096,0.444995438,-3.804029216,55.95931392,0.332010406
2024-05-06/2024-05-12,Model 1 - Kasten Model,39.95376616,55.19412728,0.643452109,11.83222572,53.9109462,0.329834016
2024-05-06/2024-05-12,Model  2 - Balint et al. Model,40.52053345,55.84935899,0.634936413,12.77754636,54.3680532,0.33212696
2024-05-06/2024-05-12,Model 3  - Real World GHI,28.69573505,41.36650996,0.799723546,15.33345746,38.41969845,0.469993136
2024-05-06/2024-05-12,Model 4 - Karamov Naumov,46.52400906,63.46525152,0.528584192,14.35431161,61.82064291,0.056510588
2024-05-06/2024-05-12,Model 5 - HDKR,47.00257147,62.96241083,0.536024735,30.64557554,55.00103524,0.176438021
2024-05-13/2024-05-19,Model 1 - Kasten Model,46.7325278,60.23990604,0.433878691,7.772152784,59.73642039,0.058669314
2024-05-13/2024-05-19,Model  2 - Balint et al. Model,47.03699275,60.73228805,0.424586275,8.547743675,60.12775474,0.059083835
2024-05-13/2024-05-19,Model 3  - Real World GHI,34.51479894,44.28517129,0.694044977,5.786763759,43.90546391,0.082906276
2024-05-13/2024-05-19,Model 4 - Karamov Naumov,51.10934624,67.54882897,0.288169522,10.35781059,66.74998169,0.031278207
2024-05-13/2024-05-19,Model 5 - HDKR,41.87384534,55.82617893,0.513798005,-1.617271661,55.80274802,0.072768083
2024-05-20/2024-05-26,Model 1 - Kasten Model,47.00096682,60.09058923,0.437468802,15.92678951,57.94149022,0.08902134
2024-05-20/2024-05-26,Model  2 - Balint et al. Model,47.45739565,60.76411245,0.42478791,16.73020239,58.41556034,0.089704269
2024-05-20/2024-05-26,Model 3  - Real World GHI,35.94681184,45.41741865,0.678649795,11.18031386,44.01979667,0.12768596
2024-05-20/2024-05-26,Model 4 - Karamov Naumov,51.72669023,68.7135547,0.264439295,19.10100964,66.00533334,0.059817197
2024-05-20/2024-05-26,Model 5 - HDKR,47.94824503,62.80896564,0.385422056,7.051548224,62.41187252,0.135043373
2024-05-27/2024-06-02,Model 1 - Kasten Model,47.65605049,59.99053242,0.398218269,14.01395384,58.33072156,0.064147749
2024-05-27/2024-06-02,Model  2 - Balint et al. Model,48.15382763,60.63540579,0.385210923,14.8110061,58.798695,0.064591581
2024-05-27/2024-06-02,Model 3  - Real World GHI,38.35410321,47.58961731,0.621297658,14.02581956,45.47579644,0.125313404
2024-05-27/2024-06-02,Model 4 - Karamov Naumov,53.232726,68.36101778,0.218569053,17.5167605,66.07867926,0.018308114
2024-05-27/2024-06-02,Model 5 - HDKR,44.31014046,58.16071987,0.434369118,6.092430267,57.84074367,0.095311397
2024-06-03/2024-06-09,Model 1 - Kasten Model,49.07270755,62.50925948,0.310954169,1.46999675,62.49197253,0.086670423
2024-06-03/2024-06-09,Model  2 - Balint et al. Model,49.42626196,62.8862913,0.302616982,2.19752005,62.84788412,0.087270162
2024-06-03/2024-06-09,Model 3  - Real World GHI,38.80330869,48.85344663,0.579128208,3.535620488,48.72533874,0.099886438
2024-06-03/2024-06-09,Model 4 - Karamov Naumov,53.42204303,69.55378496,0.146898043,4.383649782,69.41550703,0.033821943
2024-06-03/2024-06-09,Model 5 - HDKR,48.88268861,62.34021302,0.314675962,-11.25963382,61.31494765,0.126787202
2024-06-10/2024-06-16,Model 1 - Kasten Model,36.51770268,53.17605184,0.608857178,11.29181649,51.96332716,0.030081426
2024-06-10/2024-06-16,Model  2 - Balint et al. Model,36.94326348,53.77421271,0.600007998,12.07681666,52.40053866,0.030289607
2024-06-10/2024-06-16,Model 3  - Real World GHI,29.69737904,41.96804335,0.756364466,6.563811882,41.45157459,0.04900875
2024-06-10/2024-06-16,Model 4 - Karamov Naumov,41.83808225,61.64643249,0.474322869,15.22277439,59.7373399,0.007377992
2024-06-10/2024-06-16,Model 5 - HDKR,39.95051578,52.96204634,0.611999129,-6.042461289,52.61622387,0.052623858
2024-06-17/2024-06-23,Model 1 - Kasten Model,40.6997887,53.95774921,0.686701123,0.305701857,53.95688321,0.013167649
2024-06-17/2024-06-23,Model  2 - Balint et al. Model,41.07417281,54.47997348,0.680607317,1.259840628,54.46540473,0.013258798
2024-06-17/2024-06-23,Model 3  - Real World GHI,23.092338,34.29918512,0.873404347,0.292744649,34.29793581,9.03E-05
2024-06-17/2024-06-23,Model 4 - Karamov Naumov,49.09657147,64.75732434,0.548737775,5.318998123,64.53851032,6.78E-05
2024-06-17/2024-06-23,Model 5 - HDKR,37.00675485,50.86491601,0.721588063,2.210239751,50.81687241,7.11E-05
2024-06-24/2024-06-30,Model 1 - Kasten Model,35.72441725,48.88691407,0.6975917,-3.203674569,48.78182896,0.001691824
2024-06-24/2024-06-30,Model  2 - Balint et al. Model,36.02363355,49.2422764,0.693179267,-2.396552239,49.18392342,0.001703598
2024-06-24/2024-06-30,Model 3  - Real World GHI,24.78113111,34.45768863,0.849761671,4.544578966,34.15668467,0.000250072
2024-06-24/2024-06-30,Model 4 - Karamov Naumov,42.24979633,57.2059942,0.585913058,0.944587849,57.19819513,0.000100448
2024-06-24/2024-06-30,Model 5 - HDKR,35.95570623,50.52496992,0.676986564,-9.893117956,49.54693535,0.000202985
2024-07-01/2024-07-07,Model 1 - Kasten Model,84.9794453,117.5260706,-1.394414387,16.29930162,116.3903348,0.427982513
2024-07-01/2024-07-07,Model  2 - Balint et al. Model,85.45387084,118.7029261,-1.442607749,16.72505746,117.5187521,0.460032488
2024-07-01/2024-07-07,Model 3  - Real World GHI,73.57736712,91.88164556,-0.463485456,18.34258095,90.03214156,0.865260573
2024-07-01/2024-07-07,Model 4 - Karamov Naumov,96.44830278,122.7586221,-1.612371228,35.10858011,117.6310627,0.124471359
2024-07-01/2024-07-07,Model 5 - HDKR,103.58054,135.0971583,-2.163904084,35.89447079,130.2414264,0.500630225
2024-07-08/2024-07-14,Model 1 - Kasten Model,66.89080017,90.04771319,-0.36607719,2.783347557,90.0046867,0.083679562
2024-07-08/2024-07-14,Model  2 - Balint et al. Model,67.8965834,91.56250489,-0.412424343,2.714932161,91.52224563,0.084810462
2024-07-08/2024-07-14,Model 3  - Real World GHI,56.2453684,70.14235417,0.17112214,23.08750309,66.23380595,0.306046904
2024-07-08/2024-07-14,Model 4 - Karamov Naumov,74.18730765,97.85289347,-0.613159119,38.98677145,89.75087973,0.108165151
2024-07-08/2024-07-14,Model 5 - HDKR,81.31658365,109.4626375,-1.018653039,45.90572817,99.3716918,0.170235285
2024-07-15/2024-07-21,Model 1 - Kasten Model,66.7282052,105.2505866,-0.625145294,29.4912854,101.0344004,0.004176313
2024-07-15/2024-07-21,Model  2 - Balint et al. Model,68.06623188,107.411496,-0.692562347,30.63452148,102.9502577,0.004542627
2024-07-15/2024-07-21,Model 3  - Real World GHI,40.0514461,51.10269503,0.616883591,20.99290628,46.59166584,0.033431049
2024-07-15/2024-07-21,Model 4 - Karamov Naumov,54.3449076,75.30440156,0.168075589,22.50369427,71.86331915,0.002407096
2024-07-15/2024-07-21,Model 5 - HDKR,54.65426685,73.48898099,0.207703759,11.20033871,72.63045325,0.013566168
2024-07-22/2024-07-28,Model 1 - Kasten Model,82.54921888,113.2352829,-0.964100515,39.31137802,106.1924896,0.000558573
2024-07-22/2024-07-28,Model  2 - Balint et al. Model,83.91116081,115.4091328,-1.040236562,40.8245301,107.9473283,0.000584236
2024-07-22/2024-07-28,Model 3  - Real World GHI,58.19252953,72.95790133,0.184648572,28.38234912,67.21084455,0.001291597
2024-07-22/2024-07-28,Model 4 - Karamov Naumov,71.64074658,92.49356949,-0.310458435,28.64132246,87.94734245,0.000371954
2024-07-22/2024-07-28,Model 5 - HDKR,72.44161175,89.74069529,-0.233613265,21.85444258,87.03893227,0.001017553
2024-07-29/2024-08-04,Model 1 - Kasten Model,90.4290132,127.0881131,-0.916402618,23.18877662,124.9546683,0.061989365
2024-07-29/2024-08-04,Model  2 - Balint et al. Model,92.08132133,129.4888649,-0.989489906,24.69579511,127.1120916,0.065828704
2024-07-29/2024-08-04,Model 3  - Real World GHI,44.43158602,57.59806624,0.606365914,11.65076151,56.40741964,0.12514865
2024-07-29/2024-08-04,Model 4 - Karamov Naumov,59.43514948,76.98042508,0.296866966,5.901704483,76.75386459,0.022320714
2024-07-29/2024-08-04,Model 5 - HDKR,59.89176019,83.04599155,0.181696814,-13.91372333,81.872126,0.053197357
2024-08-05/2024-08-11,Model 1 - Kasten Model,69.15215265,104.2488381,-1.010373036,12.64561148,103.4790257,0.227172939
2024-08-05/2024-08-11,Model  2 - Balint et al. Model,68.54354574,102.6138032,-0.947806327,11.09886844,102.0118019,0.236802745
2024-08-05/2024-08-11,Model 3  - Real World GHI,50.98173644,66.12141083,0.191242303,14.969546,64.40460902,0.440230807
2024-08-05/2024-08-11,Model 4 - Karamov Naumov,65.89720852,91.6979855,-0.5554419,17.3633724,90.03906843,0.082629915
2024-08-05/2024-08-11,Model 5 - HDKR,76.4830982,101.3162828,-0.89885892,19.04189037,99.51078117,0.229001678
2024-08-12/2024-08-18,Model 1 - Kasten Model,71.07524049,101.7139805,-0.409214435,2.068302221,101.6929494,0.039184849
2024-08-12/2024-08-18,Model  2 - Balint et al. Model,71.07882786,101.430297,-0.401364709,2.077315187,101.4090228,0.040858239
2024-08-12/2024-08-18,Model 3  - Real World GHI,67.3791976,89.36058854,-0.08769673,4.682502073,89.23782247,0.109930049
2024-08-12/2024-08-18,Model 4 - Karamov Naumov,71.08169144,94.85907602,-0.225670017,6.504531464,94.63580387,0.012630031
2024-08-12/2024-08-18,Model 5 - HDKR,75.42794848,106.2175581,-0.536768352,23.07804268,103.6801505,0.037706275
2024-08-19/2024-08-25,Model 1 - Kasten Model,65.34142241,90.42517018,-0.455360798,-18.54561816,88.50294599,0.063239259
2024-08-19/2024-08-25,Model  2 - Balint et al. Model,65.16390509,89.67827649,-0.431418115,-19.97931913,87.42436778,0.067379568
2024-08-19/2024-08-25,Model 3  - Real World GHI,65.77323822,91.13667817,-0.478353837,-15.47514651,89.813217,0.073860835
2024-08-19/2024-08-25,Model 4 - Karamov Naumov,65.33644677,89.93337963,-0.439573459,-21.61069126,87.29828633,0.064062233
2024-08-19/2024-08-25,Model 5 - HDKR,60.76193354,80.72417272,-0.159843008,-18.69961981,78.52844249,0.014561208
2024-08-26/2024-09-01,Model 1 - Kasten Model,59.21613808,78.4702123,-0.191480666,-52.31862504,58.48363611,0.002381432
2024-08-26/2024-09-01,Model  2 - Balint et al. Model,59.734523,79.22373418,-0.214473274,-53.10259468,58.79212954,0.002380195
2024-08-26/2024-09-01,Model 3  - Real World GHI,58.29178354,77.43074767,-0.160123569,-49.58959934,59.4675737,0.002353482
2024-08-26/2024-09-01,Model 4 - Karamov Naumov,58.64344693,78.98243809,-0.207086565,-51.00992058,60.30102428,0.002975824
2024-08-26/2024-09-01,Model 5 - HDKR,49.40893419,65.73519696,0.16387101,-42.59176652,50.0705257,0.002992249
2024-09-02/2024-09-08,Model 1 - Kasten Model,37.00422396,53.80317883,-0.343668221,-6.146654358,53.45091854,0.222983901
2024-09-02/2024-09-08,Model  2 - Balint et al. Model,36.92328885,53.74757795,-0.340892529,-6.913213327,53.3011221,0.240500597
2024-09-02/2024-09-08,Model 3  - Real World GHI,35.71972469,52.1202689,-0.260925623,-9.371515636,51.27082138,0.225911738
2024-09-02/2024-09-08,Model 4 - Karamov Naumov,38.87300882,53.56431966,-0.331764276,8.334655603,52.91190656,0.083710845
2024-09-02/2024-09-08,Model 5 - HDKR,37.92633847,54.16409551,-0.361755585,0.47140492,54.16204409,0.612892467
2024-09-09/2024-09-15,Model 1 - Kasten Model,63.09213889,87.24475967,-0.588474379,-2.61844193,87.2054577,0.004268127
2024-09-09/2024-09-15,Model  2 - Balint et al. Model,63.15623325,87.12686744,-0.584184328,-3.336050168,87.06297606,0.004415244
2024-09-09/2024-09-15,Model 3  - Real World GHI,61.24612552,83.4821697,-0.454417089,-8.798752999,83.01719462,0.004129176
2024-09-09/2024-09-15,Model 4 - Karamov Naumov,45.01320753,60.34016733,0.24017333,-9.715552309,59.5528659,0.002336502
2024-09-09/2024-09-15,Model 5 - HDKR,37.25745541,54.33080574,0.383981429,-24.41210277,48.53746688,0.002449791
2024-09-16/2024-09-22,Model 1 - Kasten Model,34.02316445,47.50571961,0.603765481,0.278293304,47.50490447,0.000812718
2024-09-16/2024-09-22,Model  2 - Balint et al. Model,33.52704848,47.05414435,0.611262653,-0.259099685,47.05343099,0.001217934
2024-09-16/2024-09-22,Model 3  - Real World GHI,31.19685906,43.59933125,0.666250855,-5.453714785,43.25689172,0.001143076
2024-09-16/2024-09-22,Model 4 - Karamov Naumov,30.67097273,40.04665387,0.718425725,-17.74190416,35.90207965,0.000236234
2024-09-16/2024-09-22,Model 5 - HDKR,43.62951055,59.11739991,0.386391799,-34.69432212,47.86617788,0.00159055
2024-09-23/2024-09-29,Model 1 - Kasten Model,48.79012522,68.29099133,-0.68276373,-16.37616565,66.29842152,0.000270661
2024-09-23/2024-09-29,Model  2 - Balint et al. Model,49.00273921,68.4401815,-0.690124175,-16.95325797,66.3072054,0.000288874
